s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 7.1902733E+001, 9.8769188E+001,-3.5759873E+001, 1.5342746E+000,-2.4668430E+001,-1.4376380E+000, 1.6092595E+001, 0.0000000E+000, 0.0000000E+000, 5.6768666E+001, 5.4530116E+001, 5.2638253E-003, 5.2638253E-003, 1.3337997E+003
 7.2040512E+001, 9.8731856E+001,-3.5768578E+001, 1.5342822E+000,-2.4696471E+001,-1.4376646E+000, 1.6062578E+001, 0.0000000E+000, 0.0000000E+000, 5.6676174E+001, 5.4426002E+001, 5.2638253E-003, 5.2638253E-003, 1.3358665E+003
 7.2132370E+001, 9.8703569E+001,-3.5765755E+001, 1.5342356E+000,-2.4722594E+001,-1.4376775E+000, 1.6037625E+001, 0.0000000E+000, 0.0000000E+000, 5.6566775E+001, 5.4349403E+001, 5.2638253E-003, 5.2638253E-003, 1.3372419E+003
 7.2270149E+001, 9.8705416E+001,-3.5774300E+001, 1.5342048E+000,-2.4748883E+001,-1.4376935E+000, 1.6023842E+001, 0.0000000E+000, 0.0000000E+000, 5.6550874E+001, 5.4302586E+001, 5.2638253E-003, 5.2638253E-003, 1.3393034E+003
 7.2362007E+001, 9.8702825E+001,-3.5776179E+001, 1.5341606E+000,-2.4775143E+001,-1.4377063E+000, 1.6011109E+001, 0.0000000E+000, 0.0000000E+000, 5.6511211E+001, 5.4259065E+001, 5.2638253E-003, 5.2638253E-003, 1.3406766E+003
 7.2499794E+001, 9.8713175E+001,-3.5761428E+001, 1.5341040E+000,-2.4800221E+001,-1.4377208E+000, 1.6009303E+001, 0.0000000E+000, 0.0000000E+000, 5.6461313E+001, 5.4257213E+001, 5.2638253E-003, 5.2638253E-003, 1.3427358E+003
 7.2637573E+001, 9.8715740E+001,-3.5763690E+001, 1.5340602E+000,-2.4828817E+001,-1.4377350E+000, 1.5999928E+001, 0.0000000E+000, 0.0000000E+000, 5.6434488E+001, 5.4219485E+001, 5.2638253E-003, 5.2638253E-003, 1.3447941E+003
 7.2729431E+001, 9.8708692E+001,-3.5760795E+001, 1.5340025E+000,-2.4852052E+001,-1.4377378E+000, 1.5987431E+001, 0.0000000E+000, 0.0000000E+000, 5.6405270E+001, 5.4179541E+001, 5.2638253E-003, 5.2638253E-003, 1.3461652E+003
 7.2867210E+001, 9.8708933E+001,-3.5766805E+001, 1.5339488E+000,-2.4874459E+001,-1.4377358E+000, 1.5976001E+001, 0.0000000E+000, 0.0000000E+000, 5.6364959E+001, 5.4139883E+001, 5.2638253E-003, 5.2638253E-003, 1.3482204E+003
 7.3004997E+001, 9.8722152E+001,-3.5778360E+001, 1.5338996E+000,-2.4900796E+001,-1.4377341E+000, 1.5964862E+001, 0.0000000E+000, 0.0000000E+000, 5.6326139E+001, 5.4104023E+001, 5.2638253E-003, 5.2638253E-003, 1.3502741E+003
 7.3096855E+001, 9.8713401E+001,-3.5781519E+001, 1.5338653E+000,-2.4922079E+001,-1.4377251E+000, 1.5952214E+001, 0.0000000E+000, 0.0000000E+000, 5.6255422E+001, 5.4058157E+001, 5.2638253E-003, 5.2638253E-003, 1.3516423E+003
 7.3234634E+001, 9.8717000E+001,-3.5783893E+001, 1.5338365E+000,-2.4942727E+001,-1.4377176E+000, 1.5942550E+001, 0.0000000E+000, 0.0000000E+000, 5.6237454E+001, 5.4029048E+001, 5.2638253E-003, 5.2638253E-003, 1.3536931E+003
 7.3326492E+001, 9.8712476E+001,-3.5783761E+001, 1.5338187E+000,-2.4962922E+001,-1.4377091E+000, 1.5933029E+001, 0.0000000E+000, 0.0000000E+000, 5.6202464E+001, 5.3994933E+001, 5.2638253E-003, 5.2638253E-003, 1.3550595E+003
 7.3464272E+001, 9.8699207E+001,-3.5787047E+001, 1.5338023E+000,-2.4982614E+001,-1.4376982E+000, 1.5918928E+001, 0.0000000E+000, 0.0000000E+000, 5.6174626E+001, 5.3944578E+001, 5.2638253E-003, 5.2638253E-003, 1.3571076E+003
 7.3602058E+001, 9.8679171E+001,-3.5791447E+001, 1.5337831E+000,-2.5006145E+001,-1.4376826E+000, 1.5898270E+001, 0.0000000E+000, 0.0000000E+000, 5.6097853E+001, 5.3875950E+001, 5.2638253E-003, 5.2638253E-003, 1.3591528E+003
 7.3693916E+001, 9.8665632E+001,-3.5791129E+001, 1.5337648E+000,-2.5025614E+001,-1.4376683E+000, 1.5885067E+001, 0.0000000E+000, 0.0000000E+000, 5.6063703E+001, 5.3830053E+001, 5.2638253E-003, 5.2638253E-003, 1.3605152E+003
 7.3831696E+001, 9.8656199E+001,-3.5791522E+001, 1.5337400E+000,-2.5044705E+001,-1.4376523E+000, 1.5873491E+001, 0.0000000E+000, 0.0000000E+000, 5.5995427E+001, 5.3789551E+001, 5.2638253E-003, 5.2638253E-003, 1.3625572E+003
 7.3923553E+001, 9.8651939E+001,-3.5803019E+001, 1.5337156E+000,-2.5063466E+001,-1.4376348E+000, 1.5859478E+001, 0.0000000E+000, 0.0000000E+000, 5.5974242E+001, 5.3741013E+001, 5.2638253E-003, 5.2638253E-003, 1.3639174E+003
 7.4061333E+001, 9.8661565E+001,-3.5806921E+001, 1.5336635E+000,-2.5081772E+001,-1.4376183E+000, 1.5852718E+001, 0.0000000E+000, 0.0000000E+000, 5.5940143E+001, 5.3721636E+001, 5.2638253E-003, 5.2638253E-003, 1.3659565E+003
 7.4199120E+001, 9.8679367E+001,-3.5813388E+001, 1.5335983E+000,-2.5102573E+001,-1.4376021E+000, 1.5849927E+001, 0.0000000E+000, 0.0000000E+000, 5.5916765E+001, 5.3709330E+001, 5.2638253E-003, 5.2638253E-003, 1.3679953E+003
 7.4290977E+001, 9.8700331E+001,-3.5821645E+001, 1.5335388E+000,-2.5118938E+001,-1.4375933E+000, 1.5848160E+001, 0.0000000E+000, 0.0000000E+000, 5.5924165E+001, 5.3703853E+001, 5.2638253E-003, 5.2638253E-003, 1.3693543E+003
 7.4428757E+001, 9.8731244E+001,-3.5817554E+001, 1.5334718E+000,-2.5134507E+001,-1.4375966E+000, 1.5855753E+001, 0.0000000E+000, 0.0000000E+000, 5.5917097E+001, 5.3730811E+001, 5.2638253E-003, 5.2638253E-003, 1.3713936E+003
 7.4520615E+001, 9.8741045E+001,-3.5824680E+001, 1.5334170E+000,-2.5149589E+001,-1.4376028E+000, 1.5853344E+001, 0.0000000E+000, 0.0000000E+000, 5.5965353E+001, 5.3715933E+001, 5.2638253E-003, 5.2638253E-003, 1.3727531E+003
 7.4658394E+001, 9.8737695E+001,-3.5827792E+001, 1.5333556E+000,-2.5164926E+001,-1.4376111E+000, 1.5844158E+001, 0.0000000E+000, 0.0000000E+000, 5.5903008E+001, 5.3684879E+001, 5.2638253E-003, 5.2638253E-003, 1.3747913E+003
 7.4796181E+001, 9.8753269E+001,-3.5840070E+001, 1.5332934E+000,-2.5183385E+001,-1.4376325E+000, 1.5836348E+001, 0.0000000E+000, 0.0000000E+000, 5.5857638E+001, 5.3661823E+001, 5.2638253E-003, 5.2638253E-003, 1.3768284E+003
 7.4888039E+001, 9.8774851E+001,-3.5858006E+001, 1.5332661E+000,-2.5198598E+001,-1.4376572E+000, 1.5832032E+001, 0.0000000E+000, 0.0000000E+000, 5.5875258E+001, 5.3645888E+001, 5.2638253E-003, 5.2638253E-003, 1.3781862E+003
 7.5025818E+001, 9.8795722E+001,-3.5875960E+001, 1.5332462E+000,-2.5213770E+001,-1.4376811E+000, 1.5824581E+001, 0.0000000E+000, 0.0000000E+000, 5.5810441E+001, 5.3626138E+001, 5.2638253E-003, 5.2638253E-003, 1.3802216E+003
 7.5163605E+001, 9.8850575E+001,-3.5896912E+001, 1.5332544E+000,-2.5230912E+001,-1.4377201E+000, 1.5831076E+001, 0.0000000E+000, 0.0000000E+000, 5.5865475E+001, 5.3649362E+001, 5.2638253E-003, 5.2638253E-003, 1.3822577E+003
 7.5255455E+001, 9.8880944E+001,-3.5907466E+001, 1.5332828E+000,-2.5243923E+001,-1.4377498E+000, 1.5835262E+001, 0.0000000E+000, 0.0000000E+000, 5.5890342E+001, 5.3660350E+001, 5.2638253E-003, 5.2638253E-003, 1.3836155E+003
 7.5393242E+001, 9.8915088E+001,-3.5907013E+001, 1.5333294E+000,-2.5255586E+001,-1.4377824E+000, 1.5845012E+001, 0.0000000E+000, 0.0000000E+000, 5.5904540E+001, 5.3693048E+001, 5.2638253E-003, 5.2638253E-003, 1.3856533E+003
 7.5485100E+001, 9.8921403E+001,-3.5913383E+001, 1.5333965E+000,-2.5266285E+001,-1.4378105E+000, 1.5844225E+001, 0.0000000E+000, 0.0000000E+000, 5.5883264E+001, 5.3681546E+001, 5.2638253E-003, 5.2638253E-003, 1.3870121E+003
 7.5622879E+001, 9.8926687E+001,-3.5904299E+001, 1.5334690E+000,-2.5276374E+001,-1.4378402E+000, 1.5845589E+001, 0.0000000E+000, 0.0000000E+000, 5.5899765E+001, 5.3687231E+001, 5.2638253E-003, 5.2638253E-003, 1.3890503E+003
 7.5760666E+001, 9.8952820E+001,-3.5925299E+001, 1.5335823E+000,-2.5288836E+001,-1.4378744E+000, 1.5842957E+001, 0.0000000E+000, 0.0000000E+000, 5.5933770E+001, 5.3677349E+001, 5.2638253E-003, 5.2638253E-003, 1.3910881E+003
 7.5852516E+001, 9.8968364E+001,-3.5948777E+001, 1.5336823E+000,-2.5300267E+001,-1.4379040E+000, 1.5836386E+001, 0.0000000E+000, 0.0000000E+000, 5.5847704E+001, 5.3651485E+001, 5.2638253E-003, 5.2638253E-003, 1.3924463E+003
 7.5990303E+001, 9.8963430E+001,-3.5955347E+001, 1.5337810E+000,-2.5312479E+001,-1.4379299E+000, 1.5827366E+001, 0.0000000E+000, 0.0000000E+000, 5.5823440E+001, 5.3618820E+001, 5.2638253E-003, 5.2638253E-003, 1.3944823E+003
 7.6082161E+001, 9.8948636E+001,-3.5968668E+001, 1.5338807E+000,-2.5325089E+001,-1.4379464E+000, 1.5811127E+001, 0.0000000E+000, 0.0000000E+000, 5.5788345E+001, 5.3561941E+001, 5.2638253E-003, 5.2638253E-003, 1.3958384E+003
 7.6219940E+001, 9.8944205E+001,-3.5979381E+001, 1.5339516E+000,-2.5338372E+001,-1.4379562E+000, 1.5799026E+001, 0.0000000E+000, 0.0000000E+000, 5.5750983E+001, 5.3521474E+001, 5.2638253E-003, 5.2638253E-003, 1.3978708E+003
 7.6357727E+001, 9.8926577E+001,-3.5971310E+001, 1.5340301E+000,-2.5353815E+001,-1.4379541E+000, 1.5789373E+001, 0.0000000E+000, 0.0000000E+000, 5.5722764E+001, 5.3486901E+001, 5.2638253E-003, 5.2638253E-003, 1.3999020E+003
 7.6449577E+001, 9.8905817E+001,-3.5955717E+001, 1.5340535E+000,-2.5365884E+001,-1.4379437E+000, 1.5781698E+001, 0.0000000E+000, 0.0000000E+000, 5.5656338E+001, 5.3462023E+001, 5.2638253E-003, 5.2638253E-003, 1.4012554E+003
 7.6587364E+001, 9.8863575E+001,-3.5921611E+001, 1.5340481E+000,-2.5375866E+001,-1.4379248E+000, 1.5777272E+001, 0.0000000E+000, 0.0000000E+000, 5.5686630E+001, 5.3439493E+001, 5.2638253E-003, 5.2638253E-003, 1.4032848E+003
 7.6725143E+001, 9.8758823E+001,-3.5858963E+001, 1.5340365E+000,-2.5385379E+001,-1.4378810E+000, 1.5762898E+001, 0.0000000E+000, 0.0000000E+000, 5.5633921E+001, 5.3373533E+001, 5.2638253E-003, 5.2638253E-003, 1.4053130E+003
 7.6817001E+001, 9.8623449E+001,-3.5823916E+001, 1.5339877E+000,-2.5392779E+001,-1.4378177E+000, 1.5722671E+001, 0.0000000E+000, 0.0000000E+000, 5.5482556E+001, 5.3225596E+001, 5.2638253E-003, 5.2638253E-003, 1.4066621E+003
 7.6954788E+001, 9.8474534E+001,-3.5793404E+001, 1.5338936E+000,-2.5401649E+001,-1.4377279E+000, 1.5670271E+001, 0.0000000E+000, 0.0000000E+000, 5.5316253E+001, 5.3045916E+001, 5.2638253E-003, 5.2638253E-003, 1.4086790E+003
 7.7046638E+001, 9.8341198E+001,-3.5763311E+001, 1.5337800E+000,-2.5411702E+001,-1.4376190E+000, 1.5622299E+001, 0.0000000E+000, 0.0000000E+000, 5.5131241E+001, 5.2884646E+001, 5.2638253E-003, 5.2638253E-003, 1.4100195E+003
 7.7184425E+001, 9.8241922E+001,-3.5745082E+001, 1.5336419E+000,-2.5422956E+001,-1.4374923E+000, 1.5580325E+001, 0.0000000E+000, 0.0000000E+000, 5.4996741E+001, 5.2750358E+001, 5.2638253E-003, 5.2638253E-003, 1.4120243E+003
 7.7322205E+001, 9.8171792E+001,-3.5737357E+001, 1.5334886E+000,-2.5437186E+001,-1.4373286E+000, 1.5547263E+001, 0.0000000E+000, 0.0000000E+000, 5.4868108E+001, 5.2640672E+001, 5.2638253E-003, 5.2638253E-003, 1.4140248E+003
 7.7414062E+001, 9.8148244E+001,-3.5731354E+001, 1.5333339E+000,-2.5449505E+001,-1.4371848E+000, 1.5529203E+001, 0.0000000E+000, 0.0000000E+000, 5.4769278E+001, 5.2592736E+001, 5.2638253E-003, 5.2638253E-003, 1.4153565E+003
 7.7551849E+001, 9.8162690E+001,-3.5738181E+001, 1.5332061E+000,-2.5460909E+001,-1.4370464E+000, 1.5527961E+001, 0.0000000E+000, 0.0000000E+000, 5.4795864E+001, 5.2587722E+001, 5.2638253E-003, 5.2638253E-003, 1.4173538E+003
 7.7643700E+001, 9.8185558E+001,-3.5739641E+001, 1.5330849E+000,-2.5471300E+001,-1.4369099E+000, 1.5530004E+001, 0.0000000E+000, 0.0000000E+000, 5.4738607E+001, 5.2600796E+001, 5.2638253E-003, 5.2638253E-003, 1.4186853E+003
 7.7781487E+001, 9.8220290E+001,-3.5725659E+001, 1.5329578E+000,-2.5480649E+001,-1.4367814E+000, 1.5547508E+001, 0.0000000E+000, 0.0000000E+000, 5.4834220E+001, 5.2657667E+001, 5.2638253E-003, 5.2638253E-003, 1.4206848E+003
 7.7919266E+001, 9.8251431E+001,-3.5741784E+001, 1.5328442E+000,-2.5492000E+001,-1.4366302E+000, 1.5549926E+001, 0.0000000E+000, 0.0000000E+000, 5.4862716E+001, 5.2663788E+001, 5.2638253E-003, 5.2638253E-003, 1.4226849E+003
 7.8011124E+001, 9.8262995E+001,-3.5750599E+001, 1.5327300E+000,-2.5502569E+001,-1.4364993E+000, 1.5545682E+001, 0.0000000E+000, 0.0000000E+000, 5.4874471E+001, 5.2651740E+001, 5.2638253E-003, 5.2638253E-003, 1.4240180E+003
 7.8148911E+001, 9.8314924E+001,-3.5782375E+001, 1.5326273E+000,-2.5514004E+001,-1.4363786E+000, 1.5547280E+001, 0.0000000E+000, 0.0000000E+000, 5.4887791E+001, 5.2662073E+001, 5.2638253E-003, 5.2638253E-003, 1.4260176E+003
 7.8240761E+001, 9.8387549E+001,-3.5819991E+001, 1.5325359E+000,-2.5525808E+001,-1.4362676E+000, 1.5556255E+001, 0.0000000E+000, 0.0000000E+000, 5.4826136E+001, 5.2694273E+001, 5.2638253E-003, 5.2638253E-003, 1.4273514E+003
 7.8378548E+001, 9.8477959E+001,-3.5865243E+001, 1.5324700E+000,-2.5538227E+001,-1.4361702E+000, 1.5567961E+001, 0.0000000E+000, 0.0000000E+000, 5.4927299E+001, 5.2738750E+001, 5.2638253E-003, 5.2638253E-003, 1.4293536E+003
 7.8516327E+001, 9.8598656E+001,-3.5915303E+001, 1.5323702E+000,-2.5553343E+001,-1.4360739E+000, 1.5587706E+001, 0.0000000E+000, 0.0000000E+000, 5.5001243E+001, 5.2814013E+001, 5.2638253E-003, 5.2638253E-003, 1.4313580E+003
 7.8608185E+001, 9.8701792E+001,-3.5944564E+001, 1.5323202E+000,-2.5564632E+001,-1.4360189E+000, 1.5612904E+001, 0.0000000E+000, 0.0000000E+000, 5.5056954E+001, 5.2901801E+001, 5.2638253E-003, 5.2638253E-003, 1.4326963E+003
 7.8745964E+001, 9.8772224E+001,-3.5957750E+001, 1.5322857E+000,-2.5574849E+001,-1.4359840E+000, 1.5635361E+001, 0.0000000E+000, 0.0000000E+000, 5.5160363E+001, 5.2971288E+001, 5.2638253E-003, 5.2638253E-003, 1.4347070E+003
 7.8883751E+001, 9.8803938E+001,-3.5965898E+001, 1.5322527E+000,-2.5586553E+001,-1.4359594E+000, 1.5644787E+001, 0.0000000E+000, 0.0000000E+000, 5.5219999E+001, 5.2992567E+001, 5.2638253E-003, 5.2638253E-003, 1.4367193E+003
 7.8975609E+001, 9.8784957E+001,-3.5952911E+001, 1.5322301E+000,-2.5596451E+001,-1.4359468E+000, 1.5640657E+001, 0.0000000E+000, 0.0000000E+000, 5.5198625E+001, 5.2972535E+001, 5.2638253E-003, 5.2638253E-003, 1.4380606E+003
 7.9113388E+001, 9.8754195E+001,-3.5935504E+001, 1.5322159E+000,-2.5606677E+001,-1.4359450E+000, 1.5630550E+001, 0.0000000E+000, 0.0000000E+000, 5.5147424E+001, 5.2938835E+001, 5.2638253E-003, 5.2638253E-003, 1.4400713E+003
 7.9205246E+001, 9.8727742E+001,-3.5932924E+001, 1.5322146E+000,-2.5617824E+001,-1.4359530E+000, 1.5616877E+001, 0.0000000E+000, 0.0000000E+000, 5.5106419E+001, 5.2890133E+001, 5.2638253E-003, 5.2638253E-003, 1.4414108E+003
 7.9343025E+001, 9.8733097E+001,-3.5945192E+001, 1.5322220E+000,-2.5631021E+001,-1.4359680E+000, 1.5605414E+001, 0.0000000E+000, 0.0000000E+000, 5.5073082E+001, 5.2858552E+001, 5.2638253E-003, 5.2638253E-003, 1.4434183E+003
 7.9480812E+001, 9.8782466E+001,-3.5975760E+001, 1.5322325E+000,-2.5650107E+001,-1.4359860E+000, 1.5600838E+001, 0.0000000E+000, 0.0000000E+000, 5.5067373E+001, 5.2853683E+001, 5.2638253E-003, 5.2638253E-003, 1.4454250E+003
 7.9572670E+001, 9.8828702E+001,-3.5988875E+001, 1.5322256E+000,-2.5668764E+001,-1.4359876E+000, 1.5602167E+001, 0.0000000E+000, 0.0000000E+000, 5.5073086E+001, 5.2869467E+001, 5.2638253E-003, 5.2638253E-003, 1.4467626E+003
 7.9710449E+001, 9.8849526E+001,-3.5992047E+001, 1.5322197E+000,-2.5689548E+001,-1.4359743E+000, 1.5605677E+001, 0.0000000E+000, 0.0000000E+000, 5.5112449E+001, 5.2869853E+001, 5.2638253E-003, 5.2638253E-003, 1.4487702E+003
 7.9802307E+001, 9.8856046E+001,-3.6005779E+001, 1.5322039E+000,-2.5712525E+001,-1.4359464E+000, 1.5590976E+001, 0.0000000E+000, 0.0000000E+000, 5.5073912E+001, 5.2824976E+001, 5.2638253E-003, 5.2638253E-003, 1.4501073E+003
 7.9940086E+001, 9.8831694E+001,-3.6003884E+001, 1.5321637E+000,-2.5738388E+001,-1.4358973E+000, 1.5572143E+001, 0.0000000E+000, 0.0000000E+000, 5.4970604E+001, 5.2757833E+001, 5.2638253E-003, 5.2638253E-003, 1.4521108E+003
 8.0077873E+001, 9.8796958E+001,-3.5993440E+001, 1.5320977E+000,-2.5772313E+001,-1.4358217E+000, 1.5547277E+001, 0.0000000E+000, 0.0000000E+000, 5.4923615E+001, 5.2674758E+001, 5.2638253E-003, 5.2638253E-003, 1.4541109E+003
 8.0169731E+001, 9.8760961E+001,-3.5988868E+001, 1.5320451E+000,-2.5802431E+001,-1.4357461E+000, 1.5529821E+001, 0.0000000E+000, 0.0000000E+000, 5.4866717E+001, 5.2595782E+001, 5.2638253E-003, 5.2638253E-003, 1.4554432E+003
 8.0307510E+001, 9.8705188E+001,-3.5961509E+001, 1.5319850E+000,-2.5833191E+001,-1.4356513E+000, 1.5505098E+001, 0.0000000E+000, 0.0000000E+000, 5.4769037E+001, 5.2511920E+001, 5.2638253E-003, 5.2638253E-003, 1.4574383E+003
 8.0436043E+001, 9.8060614E+001,-3.5750628E+001, 1.5318977E+000,-2.5868389E+001,-1.4354621E+000, 1.5356302E+001, 0.0000000E+000, 0.0000000E+000, 5.4351017E+001, 5.1894336E+001, 5.2638253E-003, 5.2638253E-003, 1.4592858E+003
 8.0559944E+001, 9.7815783E+001,-3.5675144E+001, 1.5316430E+000,-2.5900163E+001,-1.4351800E+000, 1.5238485E+001, 0.0000000E+000, 0.0000000E+000, 5.3750368E+001, 5.1575424E+001, 5.2638253E-003, 5.2638253E-003, 1.4610484E+003
 8.0642540E+001, 9.7684924E+001,-3.5644972E+001, 1.5313844E+000,-2.5927064E+001,-1.4349126E+000, 1.5201767E+001, 0.0000000E+000, 0.0000000E+000, 5.3663057E+001, 5.1411127E+001, 5.2638253E-003, 5.2638253E-003, 1.4622217E+003
 8.0766441E+001, 9.7522134E+001,-3.5599168E+001, 1.5310704E+000,-2.5951960E+001,-1.4345832E+000, 1.5135724E+001, 0.0000000E+000, 0.0000000E+000, 5.3407654E+001, 5.1203217E+001, 5.2638253E-003, 5.2638253E-003, 1.4639728E+003
 8.0890343E+001, 9.7764961E+001,-3.5695457E+001, 1.5306642E+000,-2.5978699E+001,-1.4341917E+000, 1.5171298E+001, 0.0000000E+000, 0.0000000E+000, 5.3511431E+001, 5.1358576E+001, 5.2638253E-003, 5.2638253E-003, 1.4657268E+003
 8.1014244E+001, 9.7853486E+001,-3.5745228E+001, 1.5302783E+000,-2.6001505E+001,-1.4338050E+000, 1.5183962E+001, 0.0000000E+000, 0.0000000E+000, 5.3569239E+001, 5.1387188E+001, 5.2638253E-003, 5.2638253E-003, 1.4674831E+003
 8.1138145E+001, 9.7854180E+001,-3.5739611E+001, 1.5299343E+000,-2.6019314E+001,-1.4334722E+000, 1.5183366E+001, 0.0000000E+000, 0.0000000E+000, 5.3603017E+001, 5.1375084E+001, 5.2638253E-003, 5.2638253E-003, 1.4692394E+003
 8.1262047E+001, 9.7864386E+001,-3.5759779E+001, 1.5296909E+000,-2.6033168E+001,-1.4332268E+000, 1.5174800E+001, 0.0000000E+000, 0.0000000E+000, 5.3536633E+001, 5.1342704E+001, 5.2638253E-003, 5.2638253E-003, 1.4709949E+003
 8.1385948E+001, 9.7933484E+001,-3.5794075E+001, 1.5295301E+000,-2.6044974E+001,-1.4330715E+000, 1.5178361E+001, 0.0000000E+000, 0.0000000E+000, 5.3561469E+001, 5.1369255E+001, 5.2638253E-003, 5.2638253E-003, 1.4727500E+003
 8.1509850E+001, 9.8180038E+001,-3.5874944E+001, 1.5294368E+000,-2.6055794E+001,-1.4329914E+000, 1.5231523E+001, 0.0000000E+000, 0.0000000E+000, 5.3714533E+001, 5.1577267E+001, 5.2638253E-003, 5.2638253E-003, 1.4745103E+003
 8.1633751E+001, 9.8453317E+001,-3.5966837E+001, 1.5294002E+000,-2.6066992E+001,-1.4329566E+000, 1.5300597E+001, 0.0000000E+000, 0.0000000E+000, 5.3948580E+001, 5.1816528E+001, 5.2638253E-003, 5.2638253E-003, 1.4762789E+003
 8.1757652E+001, 9.8685375E+001,-3.6044535E+001, 1.5293790E+000,-2.6078688E+001,-1.4329286E+000, 1.5357640E+001, 0.0000000E+000, 0.0000000E+000, 5.4168545E+001, 5.2016243E+001, 5.2638253E-003, 5.2638253E-003, 1.4780543E+003
 8.1840256E+001, 9.8849712E+001,-3.6096721E+001, 1.5293596E+000,-2.6088203E+001,-1.4329057E+000, 1.5398033E+001, 0.0000000E+000, 0.0000000E+000, 5.4305854E+001, 5.2159275E+001, 5.2638253E-003, 5.2638253E-003, 1.4792410E+003
 8.1964157E+001, 9.8980328E+001,-3.6138695E+001, 1.5293496E+000,-2.6097241E+001,-1.4328925E+000, 1.5430133E+001, 0.0000000E+000, 0.0000000E+000, 5.4443784E+001, 5.2270982E+001, 5.2638253E-003, 5.2638253E-003, 1.4810250E+003
 8.2088058E+001, 9.9114300E+001,-3.6182063E+001, 1.5293398E+000,-2.6108026E+001,-1.4328836E+000, 1.5462162E+001, 0.0000000E+000, 0.0000000E+000, 5.4559893E+001, 5.2382829E+001, 5.2638253E-003, 5.2638253E-003, 1.4828128E+003
 8.2211960E+001, 9.9281214E+001,-3.6246625E+001, 1.5293458E+000,-2.6119512E+001,-1.4329077E+000, 1.5498393E+001, 0.0000000E+000, 0.0000000E+000, 5.4735772E+001, 5.2509908E+001, 5.2638253E-003, 5.2638253E-003, 1.4846048E+003
 8.2335861E+001, 9.9363089E+001,-3.6288434E+001, 1.5293723E+000,-2.6132004E+001,-1.4329601E+000, 1.5514566E+001, 0.0000000E+000, 0.0000000E+000, 5.4766404E+001, 5.2553628E+001, 5.2638253E-003, 5.2638253E-003, 1.4863993E+003
 8.2459763E+001, 9.9365496E+001,-3.6298991E+001, 1.5294274E+000,-2.6144757E+001,-1.4330448E+000, 1.5511125E+001, 0.0000000E+000, 0.0000000E+000, 5.4765486E+001, 5.2529255E+001, 5.2638253E-003, 5.2638253E-003, 1.4881936E+003
 8.2583664E+001, 9.9309058E+001,-3.6297625E+001, 1.5295250E+000,-2.6156598E+001,-1.4331690E+000, 1.5490642E+001, 0.0000000E+000, 0.0000000E+000, 5.4703872E+001, 5.2441833E+001, 5.2638253E-003, 5.2638253E-003, 1.4899859E+003
 8.2707558E+001, 9.9217576E+001,-3.6264171E+001, 1.5296418E+000,-2.6167056E+001,-1.4333173E+000, 1.5466406E+001, 0.0000000E+000, 0.0000000E+000, 5.4624434E+001, 5.2349079E+001, 5.2638253E-003, 5.2638253E-003, 1.4917752E+003
 8.2831459E+001, 9.9109915E+001,-3.6222631E+001, 1.5297855E+000,-2.6174634E+001,-1.4334758E+000, 1.5442887E+001, 0.0000000E+000, 0.0000000E+000, 5.4531993E+001, 5.2251846E+001, 5.2638253E-003, 5.2638253E-003, 1.4935621E+003
 8.2955360E+001, 9.9010127E+001,-3.6188516E+001, 1.5299361E+000,-2.6179321E+001,-1.4336359E+000, 1.5414419E+001, 0.0000000E+000, 0.0000000E+000, 5.4369581E+001, 5.2153009E+001, 5.2638253E-003, 5.2638253E-003, 1.4953454E+003
 8.3079262E+001, 9.8937806E+001,-3.6150327E+001, 1.5300780E+000,-2.6181112E+001,-1.4337838E+000, 1.5401349E+001, 0.0000000E+000, 0.0000000E+000, 5.4329140E+001, 5.2104010E+001, 5.2638253E-003, 5.2638253E-003, 1.4971271E+003
 8.3161865E+001, 9.8908914E+001,-3.6155692E+001, 1.5301996E+000,-2.6180540E+001,-1.4338965E+000, 1.5385946E+001, 0.0000000E+000, 0.0000000E+000, 5.4293141E+001, 5.2054931E+001, 5.2638253E-003, 5.2638253E-003, 1.4983136E+003
 8.3285767E+001, 9.8912967E+001,-3.6166926E+001, 1.5303100E+000,-2.6178831E+001,-1.4340002E+000, 1.5381026E+001, 0.0000000E+000, 0.0000000E+000, 5.4265565E+001, 5.2044546E+001, 5.2638253E-003, 5.2638253E-003, 1.5000927E+003
 8.3409668E+001, 9.8947410E+001,-3.6194587E+001, 1.5304361E+000,-2.6175058E+001,-1.4341140E+000, 1.5382708E+001, 0.0000000E+000, 0.0000000E+000, 5.4262712E+001, 5.2056795E+001, 5.2638253E-003, 5.2638253E-003, 1.5018717E+003
 8.3533569E+001, 9.9067125E+001,-3.6239439E+001, 1.5305562E+000,-2.6170395E+001,-1.4342293E+000, 1.5408624E+001, 0.0000000E+000, 0.0000000E+000, 5.4342049E+001, 5.2162242E+001, 5.2638253E-003, 5.2638253E-003, 1.5036532E+003
